#Date,TotalDistance
2026/04/20 17:58:30,3523.0
#Screen_X,Screen_Y,GazeDataCount
820,487,102
#GameTime,Gaze_X,Gaze_Y
0.70,469,196,0
0.72,469,196,0
0.74,469,196,0
0.76,469,196,0
0.78,469,196,0
0.80,469,196,0
0.82,469,196,0
0.84,469,196,0
0.86,469,196,0
0.88,455,196,0
0.90,423,198,0
0.92,398,203,0
0.94,338,219,0
0.96,285,235,0
0.98,229,253,0
1.00,221,255,0
1.02,213,261,0
1.04,206,264,0
1.06,187,271,0
1.08,171,276,0
1.10,157,280,0
1.12,148,282,0
1.14,138,286,0
1.16,121,290,0
1.18,88,296,0
1.20,48,299,0
1.22,10,299,0
1.42,14,399,0
1.44,35,458,0
1.92,802,468,0
1.94,817,441,0
1.96,819,414,0
1.98,819,378,0
2.00,819,350,0
2.02,819,317,0
2.04,819,284,0
2.06,819,250,0
2.08,819,224,0
2.10,819,191,0
2.12,815,164,0
2.14,810,142,0
2.16,804,121,0
2.18,800,102,0
2.20,794,88,0
2.22,790,74,0
2.24,783,61,0
2.26,774,48,0
2.28,762,31,0
2.30,747,10,0
2.74,104,2,0
2.76,93,7,0
2.78,86,12,0
2.80,76,18,0
2.82,68,27,0
2.84,60,36,0
2.86,52,45,0
2.88,46,54,0
2.90,42,64,0
2.92,39,74,0
2.94,34,87,0
2.96,31,99,0
2.98,30,106,0
3.00,29,114,0
3.02,28,120,0
3.04,27,127,0
3.06,27,134,0
3.08,30,142,0
3.10,34,149,0
3.12,43,157,0
3.14,54,166,0
3.16,74,177,0
3.18,95,185,0
3.20,109,190,0
3.22,122,197,0
3.24,135,202,0
3.26,147,204,0
3.28,162,208,0
3.30,181,211,0
3.32,210,214,0
3.34,249,219,0
3.36,293,224,0
3.38,335,229,0
3.40,379,231,0
3.42,425,237,0
3.44,471,249,0
3.46,495,257,0
3.48,510,266,0
3.50,527,277,0
3.52,550,293,0
3.54,574,309,0
3.56,595,323,0
3.58,607,330,0
3.60,618,336,0
3.62,631,341,0
3.64,644,347,0
3.66,658,354,0
3.68,667,364,0
3.70,670,372,0
3.72,670,372,0
3.74,666,379,0
3.76,647,405,0
3.78,593,471,0
