#Date,TotalDistance
2026/04/20 17:51:24,13864.1
#Screen_X,Screen_Y,GazeDataCount
820,487,317
#GameTime,Gaze_X,Gaze_Y
1.68,397,174,0
1.70,397,174,0
1.72,397,174,0
1.74,397,175,0
1.76,397,175,0
1.78,397,176,0
1.80,398,176,0
1.82,396,177,0
1.84,393,179,0
1.86,389,181,0
1.88,379,186,0
1.90,367,196,0
1.92,338,222,0
1.94,283,267,0
1.96,96,389,0
6.26,395,224,0
6.28,395,224,0
6.30,395,224,0
6.32,395,224,0
6.34,395,224,0
6.36,395,224,0
6.38,395,225,0
6.40,396,225,0
6.42,398,225,0
6.44,403,225,0
6.46,413,225,0
6.48,417,225,0
6.50,417,225,0
6.52,417,225,0
6.54,412,222,0
6.56,384,220,0
6.58,332,211,0
6.60,267,199,0
6.62,205,188,0
6.64,152,187,0
6.66,120,189,0
6.68,106,192,0
6.70,103,194,0
6.72,96,196,0
6.74,88,198,0
6.76,76,203,0
6.78,62,209,0
6.80,56,213,0
6.82,56,215,0
6.84,56,215,0
6.86,58,222,0
6.88,73,229,0
6.90,108,233,0
6.92,172,232,0
6.94,290,215,0
6.96,371,204,0
6.98,488,190,0
7.00,584,181,0
7.02,662,174,0
7.04,717,171,0
7.06,772,167,0
7.08,819,165,0
7.10,819,162,0
7.12,819,161,0
7.14,819,158,0
7.16,819,157,0
7.18,819,157,0
7.20,819,157,0
7.22,819,157,0
7.24,819,157,0
7.26,819,157,0
7.28,819,157,0
7.30,818,157,0
7.32,816,157,0
7.34,812,162,0
7.36,806,179,0
7.38,799,200,0
7.40,790,218,0
7.42,782,231,0
7.44,772,248,0
7.46,758,272,0
7.48,735,304,0
7.50,708,335,0
7.52,678,365,0
7.54,653,388,0
7.56,632,408,0
7.58,616,424,0
7.60,602,438,0
7.62,589,451,0
7.64,575,463,0
7.66,562,474,0
7.68,551,483,0
7.92,769,461,0
7.94,819,407,0
7.96,819,360,0
7.98,819,315,0
8.00,819,276,0
8.02,804,232,0
8.04,769,186,0
8.06,713,136,0
8.08,649,86,0
8.10,594,49,0
8.12,559,25,0
8.14,541,11,0
8.16,525,1,0
8.22,400,0,0
8.24,255,28,0
8.26,75,70,0
8.58,690,487,0
8.60,819,437,0
8.62,819,370,0
8.64,819,309,0
8.66,819,257,0
8.68,819,207,0
8.70,819,158,0
8.72,819,110,0
8.74,819,73,0
8.76,819,27,0
9.24,39,14,0
9.26,24,38,0
9.28,6,72,0
10.12,443,470,0
10.14,488,407,0
10.16,541,333,0
10.18,575,264,0
10.20,589,217,0
10.22,594,184,0
10.24,590,154,0
10.26,575,132,0
10.28,545,101,0
10.30,506,55,0
10.32,466,5,0
10.44,423,9,0
10.46,423,47,0
10.48,422,90,0
10.50,426,145,0
10.52,426,183,0
10.54,426,198,0
10.56,423,199,0
10.58,419,204,0
10.60,397,206,0
10.62,351,197,0
10.64,271,185,0
10.66,139,161,0
10.68,15,140,0
11.00,18,198,0
11.02,73,206,0
11.04,94,209,0
11.06,94,209,0
11.08,93,209,0
11.10,92,209,0
11.12,82,207,0
11.14,58,207,0
11.16,12,213,0
12.90,145,457,0
12.92,349,441,0
12.94,515,426,0
12.96,650,408,0
12.98,746,390,0
13.00,819,372,0
13.02,819,360,0
13.04,819,349,0
13.06,819,333,0
13.08,819,321,0
13.10,819,315,0
13.12,819,315,0
13.14,819,314,0
13.16,819,309,0
13.18,819,306,0
13.20,819,305,0
13.22,817,303,0
13.24,788,296,0
13.26,709,286,0
13.28,590,281,0
13.30,454,281,0
13.32,360,294,0
13.34,336,302,0
13.36,336,303,0
13.38,336,303,0
13.40,336,304,0
13.42,342,310,0
13.44,369,323,0
13.46,404,334,0
13.48,437,338,0
13.50,460,338,0
13.52,466,330,0
13.54,462,309,0
13.56,438,291,0
13.58,407,281,0
13.60,380,279,0
13.62,371,280,0
13.64,369,281,0
13.66,368,281,0
13.68,368,281,0
13.70,374,281,0
13.72,383,278,0
13.74,393,270,0
13.76,395,263,0
13.78,391,254,0
13.80,379,246,0
13.82,374,244,0
13.84,374,244,0
13.86,374,244,0
13.88,380,240,0
13.90,396,233,0
13.92,415,223,0
13.94,420,211,0
13.96,415,199,0
13.98,389,184,0
14.00,355,175,0
14.02,345,174,0
14.04,343,174,0
14.06,343,177,0
14.08,357,188,0
14.10,376,194,0
14.12,386,194,0
14.14,386,194,0
14.16,384,186,0
14.18,367,173,0
14.20,346,165,0
14.22,337,164,0
14.24,337,164,0
14.26,337,164,0
14.28,339,165,0
14.30,353,166,0
14.32,369,167,0
14.34,377,167,0
14.36,377,167,0
14.38,377,167,0
14.40,377,167,0
14.42,375,169,0
14.44,363,188,0
14.46,357,211,0
14.48,367,222,0
14.50,404,231,0
14.52,443,233,0
14.54,476,227,0
14.56,495,213,0
14.58,495,198,0
14.60,470,183,0
14.62,414,177,0
14.64,345,181,0
14.66,280,198,0
14.68,246,221,0
14.70,240,252,0
14.72,270,283,0
14.74,339,311,0
14.76,452,330,0
14.78,591,337,0
14.80,688,334,0
14.82,721,325,0
14.84,726,311,0
14.86,723,282,0
14.88,712,251,0
14.90,689,214,0
14.92,651,180,0
14.94,587,149,0
14.96,493,126,0
14.98,421,121,0
15.00,323,127,0
15.02,263,140,0
15.04,219,161,0
15.06,194,186,0
15.08,179,235,0
15.10,177,299,0
15.12,208,362,0
15.14,276,413,0
15.16,390,445,0
15.18,523,457,0
15.20,655,454,0
15.22,778,437,0
15.24,819,405,0
15.26,819,367,0
15.28,819,315,0
15.30,819,262,0
15.32,819,205,0
15.34,814,155,0
15.36,800,114,0
15.38,780,79,0
15.40,748,50,0
15.42,697,23,0
15.44,625,13,0
15.46,554,17,0
15.48,466,37,0
15.50,376,66,0
15.52,302,100,0
15.54,277,123,0
15.56,262,151,0
15.58,257,171,0
15.60,255,192,0
15.62,257,208,0
15.64,268,230,0
15.66,283,242,0
15.68,309,255,0
15.70,337,266,0
15.72,380,281,0
15.74,411,291,0
15.76,440,296,0
15.78,447,296,0
15.80,449,296,0
15.82,455,291,0
15.84,461,281,0
15.86,462,274,0
15.88,462,265,0
15.90,461,263,0
15.92,461,263,0
15.94,461,263,0
15.96,461,263,0
15.98,456,271,0
16.00,456,287,0
16.02,457,306,0
16.04,462,322,0
16.06,470,334,0
16.08,472,337,0
16.10,473,339,0
16.12,473,343,0
16.14,473,348,0
16.16,473,354,0
16.18,472,359,0
16.20,467,373,0
16.22,451,411,0
16.24,417,478,0
