#Date,TotalDistance
2026/04/17 17:09:08,960.6
#Screen_X,Screen_Y,GazeDataCount
820,487,70
#GameTime,Gaze_X,Gaze_Y
0.86,438,176
0.88,438,176
0.90,438,176
0.92,438,176
0.94,438,176
0.96,438,176
0.98,438,176
1.00,438,176
1.02,438,176
1.04,438,176
1.06,437,177
1.08,436,179
1.10,435,180
1.12,432,185
1.14,432,197
1.16,435,212
1.18,438,223
1.20,439,230
1.22,439,236
1.24,439,241
1.26,439,244
1.28,439,251
1.30,436,260
1.32,435,272
1.34,433,285
1.36,432,290
1.38,430,293
1.40,429,295
1.42,428,297
1.44,426,301
1.46,420,306
1.48,416,313
1.50,412,316
1.52,412,318
1.54,409,318
1.56,404,322
1.58,398,324
1.60,389,326
1.62,366,331
1.64,342,337
1.66,317,339
1.68,292,341
1.70,271,341
1.72,265,341
1.74,265,341
1.76,265,340
1.78,265,334
1.80,265,324
1.82,262,306
1.84,260,289
1.86,258,276
1.88,258,263
1.90,258,247
1.92,260,232
1.94,261,221
1.96,262,213
1.98,264,205
2.00,268,194
2.02,272,186
2.04,275,183
2.06,277,180
2.08,281,177
2.10,286,176
2.12,302,166
2.14,337,154
2.16,386,151
2.18,425,166
2.20,442,196
2.22,434,292
2.24,352,479
