#Date,TotalDistance
2026/04/22 00:21:42,1383.2
#Screen_X,Screen_Y,GazeDataCount
1920,1080,84
#GameTime,Gaze_X,Gaze_Y
0.52,938,437,0
0.54,938,437,0
0.56,938,437,0
0.58,938,437,0
0.60,938,437,0
0.62,938,437,0
0.64,938,437,0
0.66,934,437,0
0.68,925,439,0
0.70,918,446,0
0.72,911,448,0
0.74,907,450,0
0.76,897,455,0
0.78,893,459,0
0.80,893,459,0
0.82,893,459,0
0.84,893,459,0
0.86,893,459,0
0.88,888,441,0
0.90,886,418,0
0.92,884,398,0
0.94,884,384,0
0.96,884,371,0
0.98,884,359,0
1.00,884,355,0
1.02,884,355,0
1.04,884,355,0
1.06,884,355,0
1.08,884,355,0
1.10,884,355,0
1.12,884,355,0
1.14,884,352,0
1.16,884,352,0
1.18,884,352,0
1.20,884,352,0
1.22,884,352,0
1.24,882,355,0
1.26,882,355,0
1.28,882,355,0
1.30,909,330,0
1.32,927,307,0
1.34,957,259,0
1.36,979,186,0
1.38,993,139,0
1.40,998,111,0
1.42,998,102,0
1.44,998,98,0
1.46,998,98,0
1.48,998,98,0
1.50,998,98,0
1.52,998,98,0
1.54,998,98,0
1.56,998,98,0
1.58,988,98,0
1.60,977,114,0
1.62,966,148,0
1.64,952,186,0
1.66,943,216,0
1.68,938,236,0
1.70,936,248,0
1.72,934,255,0
1.74,932,261,0
1.76,929,268,0
1.78,927,280,0
1.80,927,296,0
1.82,927,305,0
1.84,927,305,0
1.86,927,307,0
1.88,943,318,0
1.90,961,323,0
1.92,970,325,0
1.94,973,327,0
1.96,975,327,0
1.98,982,323,0
2.00,986,321,0
2.02,986,321,0
2.04,986,321,0
2.06,986,321,0
2.08,986,321,0
2.10,986,321,0
2.12,979,346,0
2.14,961,423,0
2.16,888,650,0
2.18,791,925,0
