#Date,TotalDistance
2026/04/17 09:31:48,3277.7
#Screen_X,Screen_Y,GazeDataCount
448,252,1868
#GameTime,Gaze_X,Gaze_Y
91.94,0,153
91.96,56,132
91.98,72,126
92.00,87,122
92.02,87,122
92.04,87,122
92.06,87,122
92.08,87,122
92.10,87,122
92.12,87,122
92.14,87,122
92.16,87,122
92.18,87,122
92.20,87,122
92.22,87,122
92.24,87,122
92.26,87,122
92.28,90,122
92.30,95,122
92.32,103,125
92.34,107,128
92.36,112,132
92.38,113,133
92.40,114,134
92.42,114,135
92.44,114,135
92.46,114,135
92.48,114,135
92.50,114,134
92.52,114,133
92.54,115,132
92.56,115,131
92.58,115,131
92.60,115,131
92.62,115,131
92.64,115,133
92.66,115,135
92.68,116,138
92.70,116,139
92.72,116,142
92.74,116,144
92.76,116,148
92.78,116,150
92.80,116,153
92.82,114,158
92.84,113,163
92.86,112,167
92.88,111,171
92.90,110,173
92.92,110,175
92.94,110,176
92.96,109,177
92.98,109,178
93.00,109,179
93.02,108,180
93.04,108,181
93.06,108,183
93.08,111,187
93.10,111,187
93.12,111,187
93.14,111,187
93.16,111,187
93.18,111,187
93.20,111,187
93.22,111,187
93.24,111,187
93.26,111,187
93.28,111,187
93.30,111,187
93.32,111,187
93.34,111,188
93.36,112,195
93.38,112,199
93.40,113,202
93.42,114,205
93.44,114,206
93.46,114,207
93.48,115,207
93.50,116,209
93.52,117,210
93.54,117,211
93.56,118,211
93.58,118,211
93.60,118,211
93.62,118,211
93.64,118,211
93.66,118,211
93.68,118,211
93.70,118,211
93.72,118,211
93.74,118,210
93.76,117,208
93.78,116,206
93.80,115,205
93.82,114,202
93.84,113,200
93.86,112,198
93.88,111,197
93.90,111,196
93.92,111,196
93.94,111,196
93.96,111,195
93.98,110,195
94.00,110,195
94.02,110,195
94.04,110,195
94.06,110,195
94.08,110,195
94.10,110,195
94.12,110,195
94.14,110,194
94.16,110,194
94.18,109,193
94.20,109,193
94.22,109,192
94.24,109,192
94.26,109,192
94.28,108,192
94.30,108,192
94.32,108,192
94.34,108,192
94.36,108,192
94.38,108,192
94.40,111,192
94.42,128,192
94.44,161,186
94.46,232,158
94.48,289,131
94.50,343,105
94.52,371,92
94.54,371,92
94.56,371,92
94.58,371,92
94.60,371,92
94.62,371,92
94.64,371,92
94.66,371,92
94.68,371,92
94.70,371,92
94.72,371,92
94.74,371,92
94.76,371,92
94.78,371,92
94.80,373,92
94.82,381,89
94.84,389,85
94.86,403,81
94.88,409,81
94.90,419,81
94.92,422,83
94.94,426,86
94.96,428,87
94.98,429,89
95.00,429,89
95.02,430,89
95.04,430,89
95.06,430,89
95.08,430,89
95.10,430,89
95.12,430,89
95.14,430,89
95.16,430,89
95.18,430,89
95.20,429,90
95.22,428,92
95.24,428,93
95.26,427,94
95.28,427,94
95.30,427,94
95.32,427,91
95.34,425,86
95.36,424,82
95.38,422,78
