#Date,TotalDistance
2026/04/17 18:32:18,4790.8
#Screen_X,Screen_Y,GazeDataCount
820,487,114
#GameTime,Gaze_X,Gaze_Y,SourceId
0.76,407,195,0
0.78,407,195,0
0.80,407,195,0
0.82,407,195,0
0.84,407,195,0
0.86,407,195,0
0.88,407,195,0
0.90,407,195,0
0.92,407,195,0
0.94,407,195,0
0.96,407,195,0
0.98,407,195,0
1.00,407,195,0
1.02,407,195,0
1.04,407,195,0
1.06,407,195,0
1.08,407,195,0
1.10,407,195,0
1.12,407,195,0
1.14,407,195,0
1.16,407,195,0
1.18,407,195,0
1.20,407,195,0
1.22,407,195,0
1.24,407,195,0
1.26,407,195,0
1.28,407,194,0
1.30,407,187,0
1.32,404,177,0
1.34,393,163,0
1.36,366,142,0
1.38,316,123,0
1.40,237,106,0
1.42,186,102,0
1.44,150,106,0
1.46,145,111,0
1.48,142,118,0
1.50,140,121,0
1.52,140,121,0
1.54,140,121,0
1.56,140,121,0
1.58,140,121,0
1.60,140,121,0
1.62,140,121,0
1.64,140,121,0
1.66,140,121,0
1.68,140,121,0
1.70,140,121,0
1.72,140,124,0
1.74,140,135,0
1.76,140,151,0
1.78,142,171,0
1.80,149,200,0
1.82,167,237,0
1.84,199,270,0
1.86,249,296,0
1.88,303,311,0
1.90,361,313,0
1.92,410,300,0
1.94,444,278,0
1.96,464,247,0
1.98,475,204,0
2.00,466,165,0
2.02,444,142,0
2.04,393,127,0
2.06,303,129,0
2.08,211,152,0
2.10,160,177,0
2.12,134,206,0
2.14,132,237,0
2.16,145,273,0
2.18,182,312,0
2.20,256,342,0
2.22,364,360,0
2.24,468,357,0
2.26,525,340,0
2.28,552,306,0
2.30,552,260,0
2.32,531,217,0
2.34,485,179,0
2.36,394,153,0
2.38,293,147,0
2.40,224,161,0
2.42,174,192,0
2.44,156,223,0
2.46,155,265,0
2.48,180,311,0
2.50,233,353,0
2.52,324,390,0
2.54,448,402,0
2.56,562,383,0
2.58,649,331,0
2.60,686,266,0
2.62,685,199,0
2.64,650,140,0
2.66,587,96,0
2.68,504,81,0
2.70,405,86,0
2.72,285,115,0
2.74,226,149,0
2.76,210,187,0
2.78,221,245,0
2.80,276,321,0
2.82,339,353,0
2.84,454,363,0
2.86,550,341,0
2.88,608,303,0
2.90,629,254,0
2.92,621,215,0
2.94,593,176,0
2.96,535,158,0
2.98,443,178,0
3.00,262,288,0
3.02,103,427,0
