#Date,TotalDistance
2026/04/17 11:01:55,504.0
#Screen_X,Screen_Y,GazeDataCount
1062,620,101
#GameTime,Gaze_X,Gaze_Y
3.42,232,105
3.44,232,105
3.46,232,105
3.48,232,105
3.50,232,105
3.52,232,105
3.54,232,105
3.56,232,105
3.58,232,105
3.60,232,105
3.62,232,105
3.64,232,105
3.66,232,105
3.68,232,105
3.70,232,105
3.72,232,105
3.74,232,105
3.76,232,105
3.78,232,105
3.80,232,105
3.82,230,109
3.84,226,114
3.86,220,123
3.88,213,130
3.90,209,134
3.92,205,137
3.94,201,142
3.96,198,146
3.98,195,149
4.00,193,151
4.02,189,155
4.04,186,157
4.06,180,160
4.08,177,163
4.10,173,165
4.12,170,167
4.14,167,168
4.16,166,168
4.18,165,169
4.20,164,169
4.22,164,169
4.24,164,169
4.26,164,169
4.28,164,169
4.30,164,170
4.32,164,170
4.34,164,170
4.36,165,170
4.38,167,170
4.40,169,170
4.42,171,168
4.44,173,167
4.46,178,165
4.48,183,164
4.50,191,162
4.52,200,161
4.54,215,158
4.56,230,155
4.58,239,154
4.60,244,153
4.62,250,151
4.64,253,150
4.66,254,150
4.68,254,150
4.70,254,150
4.72,254,149
4.74,254,149
4.76,254,147
4.78,255,142
4.80,256,129
4.82,257,120
4.84,258,110
4.86,259,100
4.88,259,94
4.90,259,88
4.92,259,86
4.94,258,84
4.96,255,83
4.98,249,82
5.00,243,82
5.02,231,85
5.04,217,93
5.06,195,108
5.08,179,122
5.10,155,149
5.12,130,188
5.14,118,215
5.16,110,242
5.18,109,257
5.20,109,258
5.22,109,258
5.24,109,258
5.26,109,258
5.28,109,258
5.30,109,258
5.32,109,258
5.34,109,258
5.36,109,258
5.38,109,258
5.40,109,258
5.42,109,258
