#Date,TotalDistance
2026/04/02 15:59:44,7264.9
#Screen_X,Screen_Y,GazeDataCount
1015,664,1073
#GameTime,Gaze_X,Gaze_Y
12.96,239,70
12.98,239,70
13.00,239,70
13.02,239,70
13.04,239,70
13.06,239,70
13.08,239,70
13.10,239,70
13.12,239,70
13.14,239,70
13.16,239,70
13.18,239,70
13.20,239,70
13.22,239,70
13.24,239,70
13.26,239,70
13.28,239,70
13.30,239,70
13.32,239,70
13.34,239,70
13.36,239,70
13.38,239,70
13.40,239,70
13.42,239,70
13.44,239,70
13.46,239,70
13.48,239,70
13.50,239,70
13.52,239,70
13.54,239,70
13.56,239,70
13.58,238,72
13.60,228,90
13.62,214,109
13.64,182,141
13.66,161,158
13.68,140,174
13.70,133,179
13.72,129,183
13.74,126,185
13.76,126,186
13.78,125,186
13.80,125,187
13.82,124,187
13.84,120,191
13.86,116,195
13.88,109,199
13.90,104,203
13.92,97,207
13.94,95,209
13.96,93,210
13.98,92,211
14.00,91,212
14.02,91,212
14.04,91,212
14.06,91,212
14.08,90,213
14.10,90,213
14.12,90,214
14.14,91,218
14.16,96,229
14.18,101,238
14.20,111,254
14.22,120,265
14.24,134,279
14.56,506,285
14.58,506,283
14.60,506,281
14.62,506,280
14.64,506,280
14.66,506,280
14.68,506,280
14.70,506,280
14.72,506,280
14.74,506,280
14.76,506,280
14.78,506,280
14.80,506,280
14.82,506,280
14.84,506,280
14.86,506,280
14.88,506,280
14.90,506,280
14.92,506,280
14.94,506,280
14.96,506,280
14.98,506,280
15.00,506,280
15.02,506,280
15.72,492,273
15.74,501,260
15.76,506,240
15.78,506,225
15.80,506,204
15.82,506,192
15.84,506,176
15.86,506,163
15.88,506,156
15.90,506,151
15.92,506,148
15.94,506,146
15.96,506,145
15.98,506,143
16.00,506,140
16.02,506,138
16.04,506,136
16.06,506,135
16.08,506,133
16.10,506,132
16.12,506,131
16.14,506,130
16.16,506,129
16.18,506,129
16.20,506,128
16.22,506,127
16.24,506,127
16.26,506,127
16.28,506,126
16.30,506,126
16.32,506,126
16.34,506,125
16.36,506,125
16.38,506,125
16.40,506,125
16.42,506,125
16.44,506,125
16.46,506,125
16.48,506,125
16.50,506,125
16.52,506,125
16.54,506,125
16.56,506,124
16.58,506,123
16.60,506,122
16.62,506,119
16.64,506,111
16.66,505,100
16.68,500,84
16.70,497,76
16.72,492,66
16.74,489,60
16.76,484,52
16.78,480,48
16.80,476,41
16.82,475,39
16.84,472,32
16.86,470,25
16.88,467,15
16.90,466,10
16.92,466,6
16.94,464,4
16.96,464,2
16.98,464,2
17.00,464,1
17.02,464,0
17.20,364,1
17.22,323,5
17.24,269,11
17.26,241,14
17.28,210,18
17.30,196,19
17.32,178,22
17.34,165,23
17.36,145,25
17.38,130,26
17.40,107,28
17.42,90,28
17.44,67,30
17.46,54,30
17.48,42,31
17.50,36,31
17.52,28,32
17.54,27,32
17.56,26,32
17.58,25,32
17.60,24,32
17.62,23,32
17.64,21,33
17.66,20,33
17.68,19,33
17.70,17,34
17.72,16,34
17.74,16,34
17.76,15,34
17.78,15,35
17.80,14,35
17.82,13,35
17.84,13,35
17.86,13,35
17.88,12,35
17.90,12,36
17.92,11,36
17.94,9,38
17.96,5,43
20.82,494,280
20.84,494,271
20.86,494,265
