#Date,TotalDistance
2026/04/17 18:15:36,925.5
#Screen_X,Screen_Y,GazeDataCount
820,487,61
#GameTime,Gaze_X,Gaze_Y,SourceId
1.28,434,175,0
1.30,434,175,0
1.32,434,175,0
1.34,434,175,0
1.36,434,175,0
1.38,434,175,0
1.40,434,175,0
1.42,434,175,0
1.44,434,175,0
1.46,434,175,0
1.48,434,175,0
1.50,434,175,0
1.52,434,175,0
1.54,434,175,0
1.56,434,175,0
1.58,434,175,0
1.60,434,175,0
1.62,434,175,0
1.64,434,175,0
1.66,434,175,0
1.68,434,175,0
1.70,434,175,0
1.72,434,175,0
1.74,432,176,0
1.76,429,179,0
1.78,423,191,0
1.80,394,232,0
1.82,357,274,0
1.84,308,316,0
1.86,279,338,0
1.88,272,344,0
1.90,272,344,0
1.92,272,344,0
1.94,272,344,0
1.96,272,344,0
1.98,272,344,0
2.00,272,344,0
2.02,272,344,0
2.04,271,344,0
2.06,268,343,0
2.08,266,342,0
2.10,264,338,0
2.12,265,327,0
2.14,276,311,0
2.16,289,297,0
2.18,305,285,0
2.20,331,271,0
2.22,365,257,0
2.24,407,246,0
2.26,453,241,0
2.28,490,238,0
2.30,523,236,0
2.32,547,235,0
2.34,567,235,0
2.36,572,235,0
2.38,572,235,0
2.40,572,235,0
2.42,572,235,0
2.44,554,238,0
2.46,442,245,0
2.48,239,236,0
