#Date,TotalDistance
2026/04/17 10:06:28,3290.8
#Screen_X,Screen_Y,GazeDataCount
404,228,736
#GameTime,Gaze_X,Gaze_Y
27.90,206,37
27.92,206,37
27.94,206,37
27.96,206,37
27.98,206,37
28.00,206,37
28.02,206,37
28.04,206,37
28.06,206,37
28.08,206,37
28.10,206,37
28.12,206,37
28.14,206,37
28.16,206,37
28.18,206,37
28.20,206,37
28.22,206,37
28.24,206,37
28.26,206,37
28.28,206,37
28.30,206,38
28.32,203,42
28.34,195,50
28.36,188,57
28.38,173,68
28.40,163,76
28.42,147,85
28.44,140,89
28.46,132,93
28.48,127,94
28.50,123,96
28.52,120,97
28.54,118,98
28.56,117,99
28.58,117,99
28.60,117,99
28.62,117,99
28.64,117,99
28.66,117,99
28.68,117,99
28.70,117,99
28.72,117,99
28.74,117,99
28.76,117,99
28.78,117,99
28.80,117,99
28.82,117,99
28.84,117,99
28.86,117,99
28.88,117,99
28.90,116,99
28.92,110,99
28.94,105,99
28.96,98,100
28.98,91,100
29.00,88,100
29.02,86,100
29.04,83,101
29.06,81,101
29.08,80,101
29.10,78,101
29.12,78,101
29.14,78,101
29.16,78,101
29.18,77,101
29.20,77,101
29.22,76,101
29.24,76,101
29.26,76,101
29.28,75,101
29.30,74,101
29.32,73,101
29.34,72,101
29.36,72,101
29.38,72,101
29.40,72,101
29.42,72,101
29.44,71,101
29.46,71,101
29.48,69,101
29.50,69,101
29.52,68,101
29.54,68,101
29.56,67,101
29.58,67,99
29.60,67,97
29.62,67,95
29.64,67,91
29.66,67,89
29.68,67,85
29.70,68,82
29.72,69,80
29.74,70,78
29.76,71,75
29.78,72,74
29.80,74,71
29.82,76,69
29.84,80,66
29.86,85,64
29.88,92,62
29.90,97,61
29.92,105,60
29.94,110,60
29.96,115,60
29.98,117,60
30.00,118,60
30.02,118,60
30.04,118,60
30.06,118,60
30.08,118,60
30.10,118,60
30.12,118,60
30.14,119,60
30.16,122,60
30.18,126,61
30.20,129,62
30.22,133,63
30.24,141,67
30.26,146,70
30.28,155,77
30.30,162,83
30.32,173,94
30.34,181,103
30.36,191,117
30.38,198,126
30.40,206,138
30.42,210,146
30.44,214,151
30.46,217,156
30.48,221,161
30.50,223,164
30.52,226,167
30.54,227,169
30.56,231,173
30.58,234,175
30.60,237,177
30.62,240,178
30.64,243,178
30.66,245,178
30.68,247,178
30.70,248,178
30.72,250,178
30.74,251,177
30.76,253,176
30.78,255,176
30.80,257,176
30.82,259,176
30.84,263,177
30.86,264,178
30.88,265,179
30.90,266,179
30.92,266,180
30.94,266,180
30.96,266,180
30.98,266,180
31.00,266,180
31.02,266,180
31.04,266,180
31.06,266,180
31.08,266,180
31.10,266,180
31.12,266,180
31.14,266,180
31.16,266,180
31.18,266,174
31.20,268,163
31.22,273,148
31.24,280,128
31.26,286,113
31.28,295,97
31.30,301,90
31.32,310,82
31.34,318,77
31.36,328,70
31.38,334,66
31.40,342,61
31.42,346,58
31.44,351,55
31.46,354,53
31.48,358,50
31.50,359,49
31.52,361,47
31.54,361,46
31.56,362,46
31.58,362,46
31.60,362,46
31.62,362,45
31.64,362,45
31.66,361,45
31.68,361,45
31.70,361,45
31.72,360,45
31.74,359,45
31.76,356,45
31.78,354,45
31.80,350,47
31.82,347,48
31.84,344,50
31.86,343,51
31.88,341,53
31.90,340,54
31.92,337,56
31.94,335,57
31.96,331,59
31.98,330,60
32.00,329,61
32.02,328,62
32.04,328,62
32.06,328,62
32.08,328,62
32.10,328,62
32.12,327,62
32.14,327,62
32.16,326,62
32.18,326,62
32.20,325,62
32.22,325,62
32.24,324,62
32.26,324,62
32.28,323,62
32.30,322,63
32.32,321,63
32.34,320,64
32.36,318,65
32.38,317,66
32.40,314,67
32.42,313,68
32.44,310,69
32.46,309,70
32.48,307,71
32.50,306,72
32.52,305,73
32.54,304,74
32.56,303,75
32.58,303,75
32.60,302,76
32.62,301,76
32.64,300,77
32.66,300,78
32.68,298,78
32.70,298,78
32.72,297,79
32.74,297,79
32.76,297,79
32.78,296,79
32.80,296,79
32.82,296,79
32.84,296,80
32.86,296,80
32.88,296,80
32.90,296,80
32.92,296,80
32.94,295,80
32.96,294,80
32.98,291,80
33.00,283,83
33.02,271,87
33.04,246,99
33.06,225,116
33.08,190,153
33.10,170,180
33.12,156,200
33.14,151,206
33.16,147,212
33.18,146,213
33.20,146,213
33.22,145,213
33.24,145,213
33.26,145,213
33.28,145,213
33.30,146,213
33.32,146,212
33.34,147,212
33.36,148,211
33.38,149,210
33.40,151,208
33.42,153,206
33.44,154,204
33.46,155,202
33.48,157,199
33.50,158,196
33.52,159,191
33.54,160,188
33.56,161,182
33.58,162,179
33.60,162,174
33.62,163,170
33.64,163,166
33.66,163,165
33.68,163,164
33.70,163,163
33.72,163,163
33.74,163,163
33.76,163,163
33.78,163,163
33.80,163,163
33.82,163,163
33.84,163,163
33.86,163,163
33.88,163,163
33.90,163,163
33.92,163,163
33.94,163,163
33.96,163,163
33.98,163,163
34.00,163,163
34.02,163,163
