#Date,TotalDistance
2026/04/17 18:24:09,400.8
#Screen_X,Screen_Y,GazeDataCount
820,487,53
#GameTime,Gaze_X,Gaze_Y,SourceId
0.94,404,173,0
0.96,404,173,0
0.98,404,173,0
1.00,404,173,0
1.02,404,173,0
1.04,404,173,0
1.06,404,173,0
1.08,404,173,0
1.10,404,173,0
1.12,404,173,0
1.14,404,173,0
1.16,404,173,0
1.18,404,173,0
1.20,404,173,0
1.22,404,173,0
1.24,404,173,0
1.26,404,173,0
1.28,404,173,0
1.30,404,173,0
1.32,404,173,0
1.34,404,173,0
1.36,404,173,0
1.38,404,173,0
1.40,404,173,0
1.42,404,173,0
1.44,404,173,0
1.46,404,173,0
1.48,404,173,0
1.50,404,173,0
1.52,404,173,0
1.54,404,173,0
1.56,404,173,0
1.58,404,173,0
1.60,404,173,0
1.62,404,173,0
1.64,404,173,0
1.66,404,173,0
1.68,404,173,0
1.70,404,173,0
1.72,404,173,0
1.74,404,173,0
1.76,404,173,0
1.78,404,173,0
1.80,404,173,0
1.82,404,173,0
1.84,400,173,0
1.86,381,179,0
1.88,338,190,0
1.90,288,201,0
1.92,215,213,0
1.94,135,224,0
1.96,65,232,0
1.98,9,236,0
