#Date,TotalDistance
2026/04/17 18:22:29,941.6
#Screen_X,Screen_Y,GazeDataCount
820,487,98
#GameTime,Gaze_X,Gaze_Y,SourceId
1.12,407,177,0
1.14,407,177,0
1.16,407,177,0
1.18,407,177,0
1.20,407,177,0
1.22,407,177,0
1.24,407,177,0
1.26,407,177,0
1.28,407,180,0
1.30,407,186,0
1.32,407,191,0
1.34,407,196,0
1.36,408,202,0
1.38,409,207,0
1.40,409,212,0
1.42,409,218,0
1.44,410,224,0
1.46,411,228,0
1.48,412,232,0
1.50,412,234,0
1.52,412,235,0
1.54,412,235,0
1.56,412,235,0
1.58,412,235,0
1.60,412,235,0
1.62,412,235,0
1.64,412,235,0
1.66,412,235,0
1.68,412,235,0
1.70,412,235,0
1.72,412,235,0
1.74,412,235,0
1.76,407,237,0
1.78,406,237,0
1.80,405,237,0
1.82,405,238,0
1.84,404,238,0
1.86,404,238,0
1.88,403,242,0
1.90,401,254,0
1.92,397,267,0
1.94,394,275,0
1.96,393,282,0
1.98,389,288,0
2.00,387,291,0
2.02,387,292,0
2.04,387,292,0
2.06,385,292,0
2.08,373,295,0
2.10,346,297,0
2.12,314,297,0
2.14,284,295,0
2.16,264,291,0
2.18,254,285,0
2.20,247,279,0
2.22,241,272,0
2.24,236,260,0
2.26,233,247,0
2.28,227,233,0
2.30,221,220,0
2.32,214,206,0
2.34,207,190,0
2.36,198,175,0
2.38,193,167,0
2.40,190,163,0
2.42,190,162,0
2.44,190,159,0
2.46,190,158,0
2.48,190,158,0
2.50,190,158,0
2.52,190,158,0
2.54,190,158,0
2.56,190,158,0
2.58,190,158,0
2.60,190,158,0
2.62,190,158,0
2.64,190,158,0
2.66,190,158,0
2.68,190,158,0
2.70,190,158,0
2.72,190,158,0
2.74,190,158,0
2.76,190,158,0
2.78,196,158,0
2.80,207,160,0
2.82,227,163,0
2.84,250,165,0
2.86,273,167,0
2.88,296,169,0
2.90,317,171,0
2.92,337,175,0
2.94,345,178,0
2.96,346,178,0
2.98,341,186,0
3.00,303,238,0
3.02,246,294,0
3.04,178,358,0
3.06,81,447,0
