#Date,TotalDistance
2026/04/17 11:31:28,869.5
#Screen_X,Screen_Y,GazeDataCount
1062,620,81
#GameTime,Gaze_X,Gaze_Y
1.18,250,85
1.20,250,85
1.22,250,85
1.24,250,85
1.26,250,85
1.28,250,85
1.30,250,85
1.32,250,85
1.34,250,85
1.36,250,85
1.38,250,85
1.40,250,85
1.42,250,86
1.44,247,100
1.46,243,119
1.48,235,178
1.50,232,234
1.52,232,246
1.54,230,265
2.66,220,255
2.68,220,221
2.70,220,198
2.72,220,159
2.74,222,120
2.76,223,95
2.78,224,71
2.80,226,36
2.82,227,20
3.96,238,0
3.98,238,0
4.00,239,1
4.02,239,1
4.04,239,1
4.06,239,1
4.08,239,1
4.10,239,2
4.12,239,3
4.14,239,5
4.16,239,10
4.18,240,16
4.20,241,27
4.22,241,43
4.24,242,50
4.26,242,57
4.28,242,63
4.30,242,65
4.32,242,67
4.34,242,67
4.36,242,68
4.38,242,68
4.40,242,68
4.42,242,68
4.44,242,68
4.46,242,68
4.48,242,69
4.50,242,71
4.52,243,73
4.54,244,74
4.56,244,75
4.58,244,75
4.60,245,74
4.62,246,70
4.64,247,60
4.66,248,46
4.68,249,35
4.70,249,29
4.72,250,17
4.74,251,11
4.76,252,4
5.54,253,0
5.56,250,19
5.58,246,38
5.60,239,74
5.62,229,116
5.64,223,142
5.66,220,158
5.68,216,180
5.70,214,190
5.72,211,202
5.74,209,217
5.76,206,259
