#Date,TotalDistance
2026/04/17 15:40:00,1349.7
#Screen_X,Screen_Y,GazeDataCount
1062,620,111
#GameTime,Gaze_X,Gaze_Y
0.68,220,111
0.70,220,111
0.72,220,111
0.74,220,111
0.76,220,111
0.78,220,111
0.80,220,111
0.82,220,111
0.84,220,111
0.86,220,111
0.88,220,111
0.90,220,111
0.92,220,111
0.94,220,111
0.96,220,111
0.98,220,111
1.00,220,111
1.02,220,111
1.04,220,111
1.06,220,111
1.08,220,111
1.10,216,112
1.12,201,114
1.14,183,116
1.16,142,121
1.18,116,123
1.20,88,124
1.22,74,125
1.24,63,126
1.26,57,127
1.28,52,127
1.30,49,128
1.32,43,128
1.34,40,128
1.36,35,129
1.38,31,130
1.40,28,131
1.42,24,132
1.44,23,134
1.46,22,139
1.48,22,155
1.50,27,170
1.52,42,199
1.54,54,215
1.56,71,228
1.58,104,242
1.60,131,248
1.62,173,253
1.64,202,255
1.66,243,256
1.68,268,256
1.70,303,257
1.72,327,258
1.74,352,258
1.76,378,258
1.78,394,258
1.80,415,256
1.82,428,254
1.84,444,251
1.86,453,250
1.88,465,248
1.90,471,247
2.88,476,97
2.90,475,94
2.92,474,90
2.94,473,88
2.96,473,86
2.98,471,83
3.00,470,81
3.02,469,79
3.04,468,77
3.06,467,75
3.08,465,73
3.10,464,71
3.12,462,69
3.14,461,68
3.16,459,66
3.18,457,64
3.20,455,62
3.22,453,59
3.24,451,58
3.26,447,55
3.28,444,52
3.30,442,50
3.32,439,49
3.34,438,48
3.36,436,47
3.38,435,46
3.40,433,45
3.42,431,44
3.44,430,43
3.46,428,42
3.48,427,42
3.50,425,42
3.52,423,41
3.54,417,41
3.56,407,41
3.58,398,41
3.60,374,41
3.62,355,45
3.64,323,54
3.66,298,61
3.68,272,68
3.70,238,75
3.72,220,77
3.74,189,82
3.76,172,86
3.78,153,93
3.80,138,104
3.82,116,134
3.84,89,199
