#Date,TotalDistance
2026/04/16 19:15:37,2064.9
#Screen_X,Screen_Y,GazeDataCount
820,487,234
#GameTime,Gaze_X,Gaze_Y
11.58,375,98
11.60,375,98
11.62,375,97
11.64,377,90
11.66,378,85
11.68,378,83
11.70,380,80
11.72,382,78
11.74,382,78
11.76,382,78
11.78,382,78
11.80,382,78
11.82,382,78
11.84,382,78
11.86,382,78
11.88,382,78
11.90,382,78
11.92,382,78
11.94,382,78
11.96,382,78
11.98,382,78
12.00,382,78
12.02,382,78
12.04,382,78
12.06,382,78
12.08,382,78
12.10,382,78
12.12,382,78
12.14,382,78
12.16,382,78
12.18,382,78
12.20,382,78
12.22,379,78
12.24,350,78
12.26,298,84
12.28,219,102
12.30,152,121
12.32,111,134
12.34,104,138
12.36,104,138
12.38,104,138
12.40,104,138
12.42,104,138
12.44,104,138
12.46,104,138
12.48,104,138
12.50,104,138
12.52,100,142
12.54,94,155
12.56,91,173
12.58,89,195
12.60,89,211
12.62,91,221
12.64,91,225
12.66,91,226
12.68,91,226
12.70,91,226
12.72,91,226
12.74,91,226
12.76,91,226
12.78,91,226
12.80,91,226
12.82,91,226
12.84,91,226
12.86,91,226
12.88,91,226
12.90,91,226
12.92,91,226
12.94,91,226
12.96,91,226
12.98,91,226
13.00,91,227
13.02,91,227
13.04,91,227
13.06,91,229
13.08,91,237
13.10,91,242
13.12,91,248
13.14,91,253
13.16,93,260
13.18,95,267
13.20,96,274
13.22,99,286
13.24,104,298
13.26,113,313
13.28,122,326
13.30,130,335
13.32,136,342
13.34,144,349
13.36,158,356
13.38,171,361
13.40,192,364
13.42,222,370
13.44,252,374
13.46,284,378
13.48,305,380
13.50,317,380
13.52,318,380
13.54,318,380
13.56,318,380
13.58,318,380
13.60,318,380
13.62,318,380
13.64,318,380
13.66,318,380
13.68,318,380
13.70,321,380
13.72,326,381
13.74,329,382
13.76,330,382
13.78,330,382
13.80,330,382
13.82,330,382
13.84,330,382
13.86,330,382
13.88,330,382
13.90,330,382
13.92,321,382
13.94,288,374
13.96,238,360
13.98,181,343
14.00,128,325
14.02,94,312
14.04,75,305
14.06,65,301
14.08,53,296
14.10,41,290
14.12,28,286
14.14,17,283
14.16,8,281
14.18,1,279
14.42,6,281
14.44,17,285
14.46,27,288
14.48,32,289
14.50,33,290
14.52,35,290
14.54,36,291
14.56,36,291
14.58,36,291
14.60,36,291
14.62,43,295
14.64,56,300
14.66,67,304
14.68,71,306
14.70,71,306
14.72,71,306
14.74,71,306
14.76,71,306
14.78,71,306
14.80,71,306
14.82,71,306
14.84,71,306
14.86,71,306
14.88,71,306
14.90,71,306
14.92,71,306
14.94,71,306
14.96,71,306
14.98,71,306
15.00,71,306
15.02,71,306
15.04,71,306
15.06,71,306
15.08,71,306
15.10,71,306
15.12,71,306
15.14,71,306
15.16,71,306
15.18,71,306
15.20,71,306
15.22,71,306
15.24,71,306
15.26,71,306
15.28,71,306
15.30,71,306
15.32,71,306
15.34,71,306
15.36,71,306
15.38,93,311
15.40,184,327
15.42,322,352
15.44,449,371
15.46,528,380
15.48,566,382
15.50,570,382
15.52,570,382
15.54,570,382
15.56,570,382
15.58,570,382
15.60,570,382
15.62,570,382
15.64,570,382
15.66,570,382
15.68,570,382
15.70,570,382
15.72,570,382
15.74,570,382
15.76,573,378
15.78,575,370
15.80,576,362
15.82,577,357
15.84,577,355
15.86,577,351
15.88,577,345
15.90,577,340
15.92,577,337
15.94,577,336
15.96,577,336
15.98,577,336
16.00,577,336
16.02,577,336
16.04,577,336
16.06,577,336
16.08,577,336
16.10,577,337
16.12,577,337
16.14,577,337
16.16,577,337
16.18,577,337
16.20,577,337
16.22,577,337
16.24,577,337
16.26,577,337
16.28,577,337
16.30,577,337
16.32,577,337
16.34,577,337
16.36,576,337
16.38,574,337
16.40,550,336
16.42,497,351
16.44,403,383
16.46,235,447
