#Date,TotalDistance
2026/04/02 13:42:46,875.8
#Screen_X,Screen_Y,GazeDataCount
507,285,122
#GameTime,Gaze_X,Gaze_Y
10.00,243,97
10.02,243,97
10.04,243,97
10.06,243,97
10.08,243,97
10.10,243,97
10.12,243,97
10.14,243,97
10.16,242,97
10.18,242,97
10.20,242,97
10.22,242,97
10.24,242,97
10.26,242,97
10.28,242,97
10.30,241,97
10.32,241,97
10.34,241,97
10.36,241,97
10.38,241,97
10.40,241,97
10.42,241,97
10.44,241,97
10.46,241,97
10.48,240,97
10.50,240,97
10.52,240,97
10.54,238,99
10.56,235,104
10.58,231,108
10.60,227,113
10.62,215,125
10.64,198,137
10.66,184,144
10.68,170,154
10.70,162,160
10.72,153,169
10.74,149,173
10.76,147,174
10.78,147,176
10.80,146,177
10.82,146,177
10.84,145,178
10.86,142,182
10.88,138,187
10.90,135,190
10.92,131,193
10.94,120,198
10.96,109,200
10.98,93,203
11.00,85,203
11.02,78,204
11.04,75,205
11.06,75,205
11.08,74,205
11.10,74,205
11.12,74,205
11.14,74,205
11.16,74,205
11.18,74,205
11.20,74,205
11.22,74,205
11.24,73,206
11.26,71,207
11.28,69,209
11.30,67,210
11.32,66,211
11.34,65,212
11.36,65,212
11.38,64,213
11.40,64,213
11.42,64,213
11.44,64,213
11.46,64,213
11.48,67,211
11.50,75,206
11.52,87,199
11.54,113,187
11.56,135,178
11.58,149,174
11.60,166,170
11.62,178,169
11.64,190,169
11.66,211,170
11.68,243,170
11.70,268,170
11.72,296,171
11.74,338,171
11.76,369,171
11.78,379,171
11.80,382,170
11.82,382,170
11.84,383,169
11.86,384,164
11.88,386,155
11.90,387,147
11.92,387,135
11.94,387,126
11.96,388,114
11.98,389,105
12.00,389,95
12.02,390,89
12.04,391,85
12.06,391,82
12.08,392,81
12.10,392,81
12.12,392,81
12.14,392,81
12.16,392,80
12.18,392,80
12.20,392,80
12.22,392,80
12.24,392,80
12.26,392,80
12.28,392,80
12.30,392,80
12.32,392,80
12.34,391,87
12.36,387,105
12.38,375,127
12.40,317,189
12.42,246,258
