#Date,TotalDistance
2026/04/17 11:04:53,2089.7
#Screen_X,Screen_Y,GazeDataCount
1062,620,100
#GameTime,Gaze_X,Gaze_Y
1.60,276,110
1.62,276,110
1.64,276,110
1.66,276,110
1.68,276,110
1.70,276,110
1.72,276,110
1.74,276,110
1.76,276,110
1.78,276,110
1.80,276,110
1.82,276,110
1.84,276,110
1.86,276,110
1.88,276,110
1.90,276,110
1.92,276,110
1.94,275,110
1.96,265,110
1.98,254,112
2.00,224,120
2.02,204,124
2.04,180,127
2.06,165,128
2.08,154,128
2.10,149,128
2.12,147,128
2.14,147,127
2.16,152,121
2.18,157,115
2.20,165,103
2.22,167,96
2.24,169,84
2.26,169,77
2.28,168,71
2.30,160,62
2.32,151,56
2.34,146,55
2.36,137,54
2.38,132,54
2.40,124,69
2.42,122,89
2.44,121,131
2.46,126,156
2.48,142,186
2.50,157,198
2.52,187,208
2.54,211,208
2.56,251,198
2.58,275,184
2.60,306,157
2.62,316,145
2.64,325,125
2.66,326,112
2.68,323,95
2.70,310,80
2.72,286,66
2.74,266,61
2.76,241,59
2.78,224,60
2.80,206,71
2.82,197,87
2.84,196,134
2.86,202,158
2.88,224,199
2.90,244,216
2.92,274,226
2.94,294,226
2.96,323,213
2.98,333,202
3.00,347,183
3.02,352,172
3.04,355,156
3.06,355,148
3.08,348,137
3.10,337,128
3.12,309,120
3.14,283,116
3.16,230,113
3.18,195,114
3.20,157,130
3.22,140,151
3.24,131,198
3.26,131,230
3.38,330,265
3.40,353,245
3.42,363,232
3.44,367,216
3.46,367,201
3.48,357,181
3.50,346,166
3.52,322,147
3.54,299,136
3.56,257,127
3.58,227,126
3.60,187,134
3.62,167,150
3.64,140,203
3.66,135,258
3.92,193,268
