#Date,TotalDistance
2026/04/22 17:53:05,18271.5
#Screen_X,Screen_Y,GazeDataCount
1920,1080,250
#GameTime,Gaze_X,Gaze_Y
1.02,943,353
1.04,943,353
1.06,943,353
1.08,943,353
1.10,943,353
1.12,943,353
1.14,943,353
1.16,943,353
1.18,943,353
1.20,919,349
1.22,867,337
1.24,804,315
1.26,736,305
1.28,654,305
1.30,574,305
1.32,527,319
1.34,521,327
1.36,521,355
1.38,523,412
1.40,556,524
1.42,646,644
1.44,808,755
1.46,1128,865
1.48,1457,913
1.50,1770,903
1.52,0,0
1.54,0,0
1.56,0,0
1.58,0,0
1.60,1846,331
1.62,1591,223
1.64,1280,169
1.66,969,175
1.68,768,209
1.70,674,259
1.72,658,327
1.74,700,444
1.76,790,560
1.78,913,650
1.80,1091,723
1.82,1290,757
1.84,1507,763
1.86,1635,735
1.88,1702,660
1.90,1718,524
1.92,1680,412
1.94,1577,317
1.96,1439,265
1.98,1188,223
2.00,897,215
2.02,632,251
2.04,473,323
2.06,437,377
2.08,443,446
2.10,501,526
2.12,628,610
2.14,812,668
2.16,1037,715
2.18,1226,731
2.20,1393,725
2.22,1455,683
2.24,1465,602
2.26,1439,510
2.28,1371,416
2.30,1252,341
2.32,1108,309
2.34,921,301
2.36,762,337
2.38,654,410
2.40,614,490
2.42,608,582
2.44,632,652
2.46,686,709
2.48,774,761
2.50,917,795
2.52,1104,815
2.54,1236,819
2.56,1300,819
2.58,1310,807
2.60,1322,753
2.62,1330,681
2.64,1342,606
2.66,1342,568
2.68,1340,562
2.70,1340,562
2.72,1340,562
2.74,1340,562
2.76,1332,572
2.78,1326,596
2.80,1322,628
2.82,1322,662
2.84,1322,701
2.86,1320,731
2.88,1316,737
2.90,1316,737
2.92,1308,721
2.94,1270,640
2.96,1216,568
2.98,1152,516
3.00,1122,498
3.02,1112,494
3.04,1112,494
3.06,1106,514
3.08,1089,566
3.10,1067,642
3.12,1051,753
3.14,1049,813
3.16,1049,833
3.18,1049,833
3.20,1047,819
3.22,1043,747
3.24,1027,681
3.26,1013,652
3.28,1013,652
3.30,1011,660
3.32,997,703
3.34,971,793
3.36,947,849
3.38,945,857
3.40,941,855
3.42,929,825
3.44,907,783
3.46,893,763
3.48,889,761
3.50,889,761
3.52,881,765
3.54,861,773
3.56,837,779
3.58,812,775
3.60,796,775
3.62,780,775
3.64,766,783
3.66,742,815
3.68,718,847
3.70,698,861
3.72,688,865
3.74,674,853
3.76,636,815
3.78,588,765
3.80,531,719
3.82,495,693
3.84,479,683
3.86,475,681
3.88,469,672
3.90,461,662
3.92,461,652
3.94,461,628
3.96,459,600
3.98,459,584
4.00,463,570
4.02,471,556
4.04,481,538
4.06,493,518
4.08,513,500
4.10,533,482
4.12,555,466
4.14,572,450
4.16,590,440
4.18,616,430
4.20,662,418
4.22,720,406
4.24,770,397
4.26,812,389
4.28,843,381
4.30,895,371
4.32,965,363
4.34,1043,357
4.36,1126,351
4.38,1198,349
4.40,1282,349
4.42,1332,347
4.44,1352,341
4.46,1356,341
4.48,1358,337
4.50,1367,333
4.52,1385,327
4.54,1405,319
4.56,1431,311
4.58,1459,301
4.60,1489,297
4.62,1517,293
4.64,1541,285
4.66,1559,281
4.68,1561,281
4.70,1561,281
4.72,1565,281
4.74,1573,281
4.76,1579,285
4.78,1579,287
4.80,1579,287
4.82,1579,293
4.84,1577,311
4.86,1569,333
4.88,1555,367
4.90,1541,395
4.92,1525,422
4.94,1511,448
4.96,1499,470
4.98,1487,500
5.00,1467,544
5.02,1453,588
5.04,1447,620
5.06,1441,644
5.08,1435,670
5.10,1429,695
5.12,1423,723
5.14,1417,739
5.16,1415,747
5.18,1411,753
5.20,1405,759
5.22,1397,767
5.24,1389,771
5.26,1375,779
5.28,1348,793
5.30,1310,807
5.32,1274,815
5.34,1238,821
5.36,1202,821
5.38,1166,821
5.40,1120,821
5.42,1067,821
5.44,1027,821
5.46,987,821
5.48,935,819
5.50,879,815
5.52,835,811
5.54,792,807
5.56,768,797
5.58,748,791
5.60,734,785
5.62,724,779
5.64,712,771
5.66,692,757
5.68,660,733
5.70,632,713
5.72,602,693
5.74,576,672
5.76,555,652
5.78,539,634
5.80,527,622
5.82,515,604
5.84,505,592
5.86,499,578
5.88,495,568
5.90,489,552
5.92,481,536
5.94,473,526
5.96,471,516
5.98,461,504
6.00,449,486
