#Date,TotalDistance
2026/04/17 18:19:13,392.4
#Screen_X,Screen_Y,GazeDataCount
820,487,34
#GameTime,Gaze_X,Gaze_Y,SourceId
0.78,368,192,0
0.80,368,192,0
0.82,368,192,0
0.84,368,192,0
0.86,368,192,0
0.88,368,192,0
0.90,368,192,0
0.92,368,192,0
0.94,368,192,0
0.96,368,192,0
0.98,368,192,0
1.00,368,192,0
1.02,368,192,0
1.04,368,192,0
1.06,368,192,0
1.08,368,192,0
1.10,368,192,0
1.12,368,192,0
1.14,368,192,0
1.16,368,192,0
1.18,368,192,0
1.20,363,194,0
1.22,362,195,0
1.24,362,195,0
1.26,362,195,0
1.28,362,195,0
1.30,362,195,0
1.32,362,196,0
1.34,363,203,0
1.36,361,219,0
1.38,345,246,0
1.40,296,290,0
1.42,208,348,0
1.44,72,430,0
