#Date,TotalDistance
2026/04/17 18:13:59,1980.5
#Screen_X,Screen_Y,GazeDataCount
820,487,105
#GameTime,Gaze_X,Gaze_Y,SourceId
0.80,344,170,0
0.82,344,170,0
0.84,344,170,0
0.86,344,170,0
0.88,344,170,0
0.90,344,170,0
0.92,344,170,0
0.94,344,170,0
0.96,347,172,0
0.98,358,179,0
1.00,378,188,0
1.02,402,202,0
1.04,425,214,0
1.06,445,224,0
1.08,463,235,0
1.10,477,247,0
1.12,491,262,0
1.14,499,277,0
1.16,504,292,0
1.18,512,316,0
1.20,518,347,0
1.22,520,366,0
1.24,520,371,0
1.26,520,374,0
1.28,520,378,0
1.30,520,382,0
1.32,520,388,0
1.34,519,389,0
1.36,519,389,0
1.38,519,389,0
1.40,519,389,0
1.42,505,388,0
1.44,474,379,0
1.46,441,362,0
1.48,418,346,0
1.50,406,338,0
1.52,404,336,0
1.54,404,336,0
1.56,404,336,0
1.58,404,336,0
1.60,404,336,0
1.62,404,336,0
1.64,404,336,0
1.66,404,336,0
1.68,404,336,0
1.70,404,336,0
1.72,404,335,0
1.74,399,325,0
1.76,388,310,0
1.78,383,299,0
1.80,376,275,0
1.82,368,250,0
1.84,363,234,0
1.86,361,223,0
1.88,361,220,0
1.90,360,216,0
1.92,359,216,0
1.94,356,211,0
1.96,353,209,0
1.98,351,207,0
2.00,343,205,0
2.02,300,204,0
2.04,240,204,0
2.06,164,207,0
2.08,119,211,0
2.10,112,212,0
2.12,111,214,0
2.14,111,217,0
2.16,113,228,0
2.18,119,241,0
2.20,133,260,0
2.22,160,280,0
2.24,218,308,0
2.26,282,328,0
2.28,367,341,0
2.30,439,342,0
2.32,485,330,0
2.34,516,308,0
2.36,543,273,0
2.38,566,235,0
2.40,576,206,0
2.42,581,176,0
2.44,582,146,0
2.46,582,118,0
2.48,580,103,0
2.50,580,91,0
2.52,577,76,0
2.54,574,63,0
2.56,568,50,0
2.58,567,46,0
2.60,563,40,0
2.62,552,32,0
2.64,537,25,0
2.66,518,17,0
2.68,497,11,0
2.70,475,7,0
2.72,460,5,0
2.74,453,5,0
2.76,453,5,0
2.78,453,5,0
2.80,449,5,0
2.82,444,9,0
2.84,430,23,0
2.86,353,72,0
2.88,194,138,0
