#Date,TotalDistance
2026/04/17 18:23:58,978.7
#Screen_X,Screen_Y,GazeDataCount
820,487,106
#GameTime,Gaze_X,Gaze_Y,SourceId
6.16,416,164,0
6.18,416,164,0
6.20,416,164,0
6.22,416,164,0
6.24,416,164,0
6.26,416,164,0
6.28,416,164,0
6.30,416,164,0
6.32,416,164,0
6.34,416,164,0
6.36,416,164,0
6.38,416,164,0
6.40,416,164,0
6.42,416,164,0
6.44,416,164,0
6.46,416,164,0
6.48,416,164,0
6.50,416,164,0
6.52,416,164,0
6.54,416,164,0
6.56,416,164,0
6.58,416,164,0
6.60,416,164,0
6.62,416,164,0
6.64,416,164,0
6.66,416,164,0
6.68,416,164,0
6.70,416,164,0
6.72,416,164,0
6.74,416,164,0
6.76,416,164,0
6.78,416,164,0
6.80,416,164,0
6.82,416,164,0
6.84,416,164,0
6.86,416,164,0
6.88,416,164,0
6.90,416,164,0
6.92,416,164,0
6.94,413,164,0
6.96,410,166,0
6.98,405,169,0
7.00,400,174,0
7.02,394,180,0
7.04,387,186,0
7.06,386,188,0
7.08,386,188,0
7.10,386,188,0
7.12,386,188,0
7.14,386,188,0
7.16,386,188,0
7.18,386,188,0
7.20,386,188,0
7.22,386,188,0
7.24,386,188,0
7.26,386,188,0
7.28,386,188,0
7.30,386,188,0
7.32,386,188,0
7.34,386,188,0
7.36,386,188,0
7.38,385,188,0
7.40,368,189,0
7.42,307,191,0
7.44,181,194,0
12.60,120,201,0
12.62,120,201,0
12.64,120,201,0
12.66,120,201,0
12.68,120,201,0
12.70,120,201,0
12.72,120,201,0
12.74,120,201,0
12.76,123,201,0
12.78,133,203,0
12.80,146,205,0
12.82,161,205,0
12.84,172,202,0
12.86,195,191,0
12.88,234,170,0
12.90,272,139,0
12.92,307,102,0
12.94,327,77,0
12.96,342,61,0
12.98,345,59,0
13.00,345,59,0
13.02,348,59,0
13.04,357,57,0
13.06,370,55,0
13.08,379,53,0
13.10,383,53,0
13.12,383,53,0
13.14,383,53,0
13.16,383,53,0
13.18,383,53,0
13.20,383,53,0
13.22,383,53,0
13.24,383,53,0
13.26,383,53,0
13.28,382,54,0
13.30,378,57,0
13.32,374,61,0
13.34,368,70,0
13.36,355,104,0
13.38,322,198,0
13.40,242,376,0
