#Date,TotalDistance
2026/04/22 05:12:53,847.1
#Screen_X,Screen_Y,GazeDataCount
1920,1080,62
#GameTime,Gaze_X,Gaze_Y
0.74,966,430,0
0.76,966,430,0
0.78,966,430,0
0.80,966,430,0
0.82,966,430,0
0.84,966,430,0
0.86,966,430,0
0.88,966,430,0
0.90,966,430,0
0.92,952,430,0
0.94,923,430,0
0.96,886,433,0
0.98,855,435,0
1.00,838,438,0
1.02,833,444,0
1.04,819,444,0
1.06,802,447,0
1.08,782,450,0
1.10,768,452,0
1.12,765,455,0
1.14,754,458,0
1.16,745,461,0
1.18,737,464,0
1.20,725,466,0
1.22,714,472,0
1.24,694,478,0
1.26,674,486,0
1.28,657,492,0
1.30,649,498,0
1.32,638,509,0
1.34,618,529,0
1.36,601,543,0
1.38,590,557,0
1.40,573,574,0
1.42,556,591,0
1.44,539,611,0
1.46,525,625,0
1.48,513,636,0
1.50,508,647,0
1.52,505,653,0
1.54,502,656,0
1.56,502,656,0
1.58,502,656,0
1.60,502,656,0
1.62,502,656,0
1.64,502,656,0
1.66,502,656,0
1.68,502,656,0
1.70,502,656,0
1.72,502,656,0
1.74,502,656,0
1.76,502,656,0
1.78,502,656,0
1.80,502,656,0
1.82,502,656,0
1.84,502,656,0
1.86,491,656,0
1.88,482,653,0
1.90,479,650,0
1.92,471,642,0
1.94,423,608,0
1.96,222,571,0
